# Comments,Timestamp,comments_comp,comments_neg,comments_neu,comments_pos,score,submission_compound,submission_neg,submission_neu,submission_pos,title_compound,title_neg,title_neu,title_pos
9,2/28/2018,0.152066667,0.094777778,0.782777778,0.122444444,1,0.4137,0.028,0.919,0.053,0,0,1,0
0,2/28/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
13,2/27/2018,0.168546154,0.042846154,0.775769231,0.181307692,1,-0.372,0.109,0.812,0.079,0.4019,0,0.803,0.197
0,2/27/2018,0,0,0,0,1,0,0,1,0,-0.8689,0.355,0.645,0
0,2/27/2018,0,0,0,0,1,0,0,0,0,-0.3612,0.139,0.796,0.065
52,2/27/2018,0.031554762,0.099119048,0.761547619,0.139214286,169,-0.857,0.09,0.89,0.019,0,0,1,0
16,2/27/2018,0.206113333,0.074333333,0.6568,0.268866667,20,0,0,1,0,0.368,0,0.76,0.24
0,2/27/2018,0,0,0,0,1,0,0,1,0,0.7579,0,0.8,0.2
0,2/27/2018,0,0,0,0,2,0,0,1,0,0.368,0,0.76,0.24
3,2/27/2018,-0.0186,0.028333333,0.871333333,0.100666667,2,0.5994,0,0.71,0.29,0.34,0,0.556,0.444
6,2/27/2018,-0.05464,0.1266,0.8012,0.0722,0,0,0,0,0,0,0,1,0
32,2/27/2018,0.3868125,0.03259375,0.7826875,0.18478125,33,0.9732,0.016,0.741,0.244,0.8519,0,0.721,0.279
66,2/27/2018,0.39903871,0.02933871,0.707016129,0.247467742,349,0.8286,0,0.813,0.187,0.5574,0,0.566,0.434
0,2/27/2018,0,0,0,0,2,0,0,0,0,0.4404,0,0.58,0.42
6,2/27/2018,0.280783333,0.202666667,0.649,0.148166667,3,0.85,0.025,0.865,0.11,0,0,1,0
0,2/27/2018,0,0,0,0,6,0,0,0,0,0,0,1,0
7,2/27/2018,-0.27964,0.1854,0.7322,0.0824,1,0.8658,0.043,0.741,0.216,-0.6486,0.476,0.35,0.175
0,2/27/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
33,2/27/2018,0.29113125,0.033,0.73709375,0.229875,21,0,0,0,0,0.5994,0,0.726,0.274
1,2/27/2018,0.25,0,0.818,0.182,7,0,0,1,0,0.7579,0,0.634,0.366
2,2/27/2018,0.6352,0,0.435,0.565,3,0.9975,0.062,0.713,0.225,0,0,1,0
2,2/27/2018,-0.57625,0.183,0.7825,0.034,0,0,0,1,0,0.5267,0,0.469,0.531
0,2/27/2018,0,0,0,0,0,0,0,1,0,-0.4767,0.341,0.659,0
6,2/27/2018,0.446683333,0.004666667,0.5755,0.419666667,8,0.1053,0.079,0.828,0.092,0,0,1,0
8,2/27/2018,-0.1599375,0.152875,0.7695,0.07775,7,-0.6199,0.135,0.865,0,-0.7184,0.6,0.4,0
33,2/27/2018,0.425332258,0.017129032,0.713387097,0.269419355,124,0.9857,0.022,0.889,0.089,0.3182,0,0.867,0.133
62,2/27/2018,0.232393443,0.075459016,0.732655738,0.191901639,137,-0.8225,0.102,0.878,0.019,0,0,1,0
3,2/27/2018,0.308933333,0.073,0.689666667,0.237333333,10,0,0,0,0,0.6249,0,0.779,0.221
364,2/27/2018,0.289916129,0.047782991,0.832985337,0.119240469,338,0.9872,0.027,0.847,0.126,0,0,1,0
6,2/27/2018,0.6473,0.024333333,0.713666667,0.262,37,0,0,0,0,0.6892,0,0.681,0.319
2,2/27/2018,0,0,1,0,6,0.8122,0.021,0.836,0.144,0.4019,0,0.426,0.574
3,2/27/2018,0.21075,0,0.7585,0.2415,3,0,0,1,0,0,0,1,0
3,2/27/2018,0.1828,0.043333333,0.828666667,0.128,0,0,0,1,0,-0.7717,0.355,0.645,0
6,2/27/2018,-0.436166667,0.3625,0.599,0.0385,1,0.5719,0,0.861,0.139,0,0,1,0
10,2/27/2018,-0.10525,0.1243,0.7911,0.0847,0,0.4003,0.143,0.693,0.164,0,0,1,0
6,2/27/2018,0.27925,0.050333333,0.549666667,0.4,37,0.8446,0,0.84,0.16,0.6588,0,0.834,0.166
7,2/27/2018,0.1957,0.030428571,0.846857143,0.122714286,36,0.92,0,0.812,0.188,0.3367,0,0.791,0.209
5,2/27/2018,0.27064,0.0154,0.8948,0.0898,1,0,0,0,0,0.7841,0,0.723,0.277
2,2/27/2018,0.3238,0,0.637,0.363,1,0.9785,0,0.82,0.18,0,0,1,0
26,2/27/2018,0.192175,0.020375,0.897333333,0.082291667,5,0,0,1,0,0,0,1,0
7,2/27/2018,-0.062016667,0.066833333,0.8845,0.048333333,4,0,0,0,0,0,0,1,0
29,2/27/2018,-0.062765217,0.087130435,0.789434783,0.123347826,3,0,0,0,0,-0.0772,0.115,0.885,0
2,2/27/2018,0,0,1,0,1,0,0,1,0,-0.3182,0.365,0.635,0
56,2/27/2018,0.191663636,0.040745455,0.809836364,0.1494,56,0,0,0,0,0,0,1,0
0,2/26/2018,0,0,0,0,0,0,0,0,0,0.4374,0,0.862,0.138
25,2/26/2018,0.04824,0.09572,0.8262,0.0782,18,0,0,0,0,0.4329,0,0.869,0.131
16,2/26/2018,0.178433333,0.019333333,0.853066667,0.127533333,82,-0.6124,0.083,0.859,0.058,0.2023,0,0.795,0.205
0,2/26/2018,0,0,0,0,1,0,0,0,0,0.7579,0,0.681,0.319
1,2/26/2018,0,0,1,0,9,0,0,0,0,0.5984,0,0.673,0.327
5,2/26/2018,0.296625,0.05075,0.79075,0.1585,5,0.7783,0,0.756,0.244,0.296,0,0.804,0.196
22,2/26/2018,0.24032,0.02435,0.807,0.16865,4,0.6369,0,0.822,0.178,-0.296,0.355,0.645,0
12,2/26/2018,0.36935,0.040583333,0.79575,0.163666667,2,0.9946,0.007,0.841,0.153,0,0,1,0
0,2/26/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
22,2/26/2018,0.023659091,0.0995,0.742772727,0.157727273,260,0,0,0,0,-0.8079,0.328,0.672,0
16,2/26/2018,0.162764706,0.062705882,0.744647059,0.133647059,4,-0.3162,0.116,0.785,0.1,-0.3818,0.224,0.776,0
2,2/26/2018,0.23765,0,0.746,0.254,0,0,0,0,0,0.2263,0.057,0.85,0.093
88,2/26/2018,0.107557955,0.074909091,0.846454545,0.078625,24,0.8371,0.052,0.848,0.1,0,0,1,0
0,2/26/2018,0,0,0,0,4,0.8464,0,0.65,0.35,0,0,1,0
1,2/26/2018,0,0,1,0,2,0.5023,0.045,0.867,0.089,-0.34,0.179,0.821,0
1,2/26/2018,0.836,0,0.553,0.447,3,0,0,0,0,0.765,0,0.612,0.388
1,2/26/2018,0,0,1,0,1,0,0,1,0,0.8655,0,0.457,0.543
1,2/26/2018,0,0,1,0,12,0.8611,0,0.866,0.134,0,0,1,0
0,2/26/2018,0,0,0,0,1,0,0,1,0,-0.3818,0.157,0.843,0
2,2/26/2018,-0.4037,0.2965,0.7035,0,0,0,0,0,0,0,0,1,0
2,2/26/2018,0.3062,0,0.844,0.156,5,0,0,0,0,-0.1027,0.091,0.909,0
16,2/26/2018,-0.0531,0.172375,0.7075625,0.1200625,0,0,0,0,0,-0.7184,0.2,0.8,0
0,2/26/2018,0,0,0,0,1,0,0,1,0,0.8126,0,0.619,0.381
4,2/26/2018,0.22085,0.016,0.68125,0.3025,0,0,0,1,0,0.2732,0,0.84,0.16
2,2/26/2018,-0.27115,0.318,0.682,0,4,0.9468,0.054,0.81,0.136,-0.34,0.167,0.833,0
0,2/26/2018,0,0,0,0,1,0,0,0,0,0.8402,0,0.643,0.357
1,2/26/2018,-0.4019,0.351,0.649,0,3,0,0,0,0,0,0,1,0
19,2/26/2018,0.088057895,0.083421053,0.728263158,0.188315789,1,-0.3071,0.08,0.92,0,-0.5267,0.405,0.595,0
2,2/26/2018,0.333,0,0.9065,0.0935,12,0,0,0,0,0.3937,0.141,0.603,0.257
2,2/26/2018,0.31845,0,0.888,0.112,1,0.8957,0,0.899,0.101,0,0,1,0
3,2/25/2018,0.619533333,0,0.748333333,0.251666667,18,0.575,0.068,0.818,0.114,0,0,1,0
0,2/25/2018,0,0,0,0,2,0,0,0,0,0,0,1,0
2,2/25/2018,0.3172,0,0.774,0.226,8,0.6046,0,0.946,0.054,0.3612,0,0.762,0.238
3,2/25/2018,0.222233333,0,0.842333333,0.157666667,1,0,0,0,0,0,0,1,0
25,2/25/2018,0.277327778,0.0155,0.873222222,0.111277778,34,0.9899,0.027,0.868,0.104,0,0,1,0
4,2/25/2018,0.471475,0.01825,0.81075,0.171,3,0.8968,0.031,0.843,0.126,0.7574,0,0.211,0.789
1,2/25/2018,0,0,1,0,4,0,0,1,0,0,0,1,0
0,2/25/2018,0,0,0,0,1,0,0,1,0,0.4753,0,0.694,0.306
16,2/25/2018,0.092893333,0.0552,0.7492,0.195533333,0,-0.6696,0.122,0.811,0.067,0.2411,0,0.671,0.329
36,2/25/2018,0.235826471,0.059,0.802,0.138941176,41,0,0,0,0,-0.2124,0.042,0.958,0
25,2/25/2018,-0.01898125,0.08275,0.8214375,0.09584375,0,0,0,1,0,0.0772,0,0.894,0.106
98,2/25/2018,0.245434066,0.05843956,0.814912088,0.126637363,154,0.9918,0.016,0.725,0.259,0.5093,0,0.798,0.202
10,2/25/2018,0.3073125,0.035875,0.736,0.228125,20,0,0,1,0,-0.4003,0.278,0.722,0
1,2/25/2018,0.4588,0,0.5,0.5,6,0,0,0,0,0.4374,0,0.889,0.111
0,2/25/2018,0,0,0,0,2,0,0,0,0,0.4374,0,0.889,0.111
2,2/25/2018,0,0,1,0,0,0,0,1,0,0.3612,0,0.828,0.172
1,2/25/2018,0,0,1,0,1,-0.7236,0.094,0.887,0.019,0,0,1,0
21,2/25/2018,0.194536842,0.036947368,0.861631579,0.101421053,8,0.8022,0.035,0.796,0.169,0,0,1,0
31,2/25/2018,0.242056667,0.038333333,0.8799,0.081766667,48,0.6862,0.039,0.884,0.077,0,0,1,0
6,2/25/2018,0.0602,0,0.924166667,0.075833333,21,0,0,1,0,0,0,1,0
42,2/24/2018,0.004234286,0.071428571,0.869485714,0.059028571,0,-0.722,0.096,0.847,0.057,0,0,1,0
26,2/24/2018,0.056454167,0.065208333,0.843041667,0.091625,22,-0.1668,0.124,0.782,0.095,0,0,1,0
6,2/24/2018,0,0,1,0,12,0,0,1,0,0,0,1,0
11,2/24/2018,0.061044444,0.037777778,0.925333333,0.036888889,8,-0.4468,0.07,0.89,0.039,0,0,1,0
10,2/24/2018,0.00957,0.049,0.8989,0.052,9,0.8817,0.011,0.87,0.119,0.2247,0,0.787,0.213
3,2/24/2018,0.433133333,0.019,0.807,0.174,8,0.9878,0.034,0.733,0.233,0,0,1,0
0,2/24/2018,0,0,0,0,1,0,0,0,0,0.5106,0,0.895,0.105
6,2/24/2018,0.02812,0.0334,0.879,0.0876,0,0,0,1,0,0.5994,0,0.642,0.358
0,2/24/2018,0,0,0,0,1,0,0,1,0,0.4926,0,0.909,0.091
7,2/24/2018,0.411757143,0.026857143,0.897571429,0.075571429,7,-0.4871,0.048,0.911,0.041,0,0,1,0
1,2/24/2018,0.6908,0,0.551,0.449,1,0,0,1,0,0.5027,0,0.896,0.104
5,2/24/2018,0.0843,0,0.9364,0.0636,3,0.6322,0,0.904,0.096,0,0,1,0
9,2/24/2018,0.335871429,0,0.775714286,0.224285714,4,0.7319,0.016,0.892,0.092,0.5859,0,0.441,0.559
4,2/24/2018,0.14985,0.03525,0.86475,0.1,9,0.4215,0,0.907,0.093,0,0,1,0
8,2/24/2018,0.101771429,0.036571429,0.926,0.037428571,7,0,0,1,0,0,0,1,0
13,2/24/2018,0.216561538,0.020153846,0.719384615,0.260461538,7,0.9061,0.035,0.898,0.067,0,0,1,0
9,2/24/2018,0.428055556,0.032777778,0.685888889,0.281333333,3,0.8583,0,0.891,0.109,0,0,1,0
17,2/24/2018,0.046552941,0.078294118,0.803058824,0.118705882,2,0.7139,0.05,0.85,0.1,-0.4939,0.286,0.714,0
7,2/24/2018,-0.096942857,0.120142857,0.829857143,0.05,3,-0.0041,0.137,0.712,0.151,0,0,1,0
20,2/23/2018,-0.16745625,0.16375,0.703375,0.132875,8,-0.9045,0.167,0.739,0.094,-0.7713,0.456,0.544,0
5,2/23/2018,-0.12162,0.0752,0.7594,0.1652,7,0.8026,0.079,0.817,0.104,0.4215,0.268,0.122,0.61
6,2/23/2018,-0.115566667,0.078666667,0.821333333,0.1,3,0.8658,0.063,0.755,0.182,0,0,1,0
0,2/23/2018,0,0,0,0,2,0.9946,0.015,0.86,0.125,0.6908,0,0.637,0.363
3,2/23/2018,0.133666667,0.080333333,0.846333333,0.073666667,5,-0.3912,0.153,0.707,0.14,0,0,1,0
20,2/23/2018,0.0875875,0.0908125,0.683875,0.1628125,5,0.4019,0.054,0.814,0.131,0.4404,0,0.707,0.293
15,2/23/2018,-0.046021429,0.127428571,0.796642857,0.075857143,27,-0.8074,0.102,0.848,0.05,-0.4767,0.307,0.693,0
0,2/23/2018,0,0,0,0,6,0,0,1,0,-0.1779,0.108,0.892,0
6,2/23/2018,0.040833333,0.128833333,0.6425,0.062,62,0,0,0,0,0.743,0,0.751,0.249
14,2/23/2018,0.279269231,0.010307692,0.863923077,0.125769231,20,0.9706,0.029,0.766,0.205,0.7003,0,0.633,0.367
19,2/23/2018,0.025884211,0.076105263,0.868421053,0.055526316,9,0.5267,0,0.916,0.084,0.3182,0,0.685,0.315
0,2/23/2018,0,0,0,0,2,0,0,1,0,0,0,1,0
1,2/23/2018,0,0,0,0,5,0,0,1,0,0.5106,0,0.769,0.231
11,2/23/2018,0.26597,0.0298,0.8765,0.0937,6,0.2263,0.087,0.818,0.096,0,0,1,0
96,2/23/2018,0.334730682,0.061511364,0.760306818,0.178193182,3,0.9723,0.027,0.851,0.122,0.6486,0,0.531,0.469
18,2/23/2018,0.38561875,0.0021875,0.742375,0.2554375,78,0.9508,0,0.778,0.222,0,0,1,0
6,2/23/2018,0.0475,0.051,0.887333333,0.061666667,10,0.8591,0,0.886,0.114,0.6486,0.058,0.676,0.266
2,2/23/2018,0,0,1,0,16,0.7003,0,0.775,0.225,0.4404,0,0.256,0.744
4,2/23/2018,-0.448166667,0.161666667,0.817666667,0.020666667,5,-0.6944,0.15,0.741,0.108,0,0,1,0
4,2/23/2018,0.356175,0.0205,0.9125,0.06675,12,-0.3549,0.111,0.828,0.06,0,0,1,0
7,2/23/2018,0.124883333,0,0.8855,0.1145,2,0,0,1,0,0.4767,0,0.819,0.181
0,2/22/2018,0,0,0,0,1,0,0,0,0,0.6239,0,0.89,0.11
1,2/22/2018,0,0,1,0,0,0,0,0,0,0,0,1,0
9,2/22/2018,0.041571429,0.046714286,0.895428571,0.058,46,0,0,0,0,0.8588,0,0.708,0.292
0,2/22/2018,0,0,0,0,3,0,0,0,0,0,0,1,0
43,2/22/2018,0.121685,0.0834,0.794725,0.121825,25,0,0,1,0,0,0,1,0
13,2/22/2018,0.225223077,0,0.916,0.084,4,0.6654,0,0.875,0.125,0,0,1,0
27,2/22/2018,0.631696296,0.01462963,0.699259259,0.286074074,58,0,0,0,0,0.5411,0,0.759,0.241
66,2/22/2018,0.415473438,0.039859375,0.785734375,0.158796875,0,0.2382,0.054,0.893,0.054,0,0,1,0
5,2/22/2018,-0.17026,0.0886,0.8592,0.0524,5,0.907,0.036,0.817,0.147,0,0,1,0
19,2/22/2018,0.263938889,0.081555556,0.762611111,0.155944444,7,0.8289,0.016,0.881,0.103,0.4588,0,0.4,0.6
4,2/22/2018,-0.074,0.25,0.75,0,0,0,0,0,0,0.3612,0,0.706,0.294
0,2/22/2018,0,0,0,0,0,0,0,1,0,0.7345,0,0.764,0.236
5,2/22/2018,0.12278,0.0352,0.8688,0.096,7,-0.144,0.133,0.756,0.111,0.3818,0,0.606,0.394
21,2/22/2018,0.429895238,0.011714286,0.864904762,0.12347619,21,0.9586,0.013,0.849,0.138,0.3818,0,0.606,0.394
9,2/22/2018,0.302055556,0.013,0.883222222,0.104,7,0,0.029,0.934,0.037,0,0,1,0
5,2/22/2018,0.2065,0.012,0.8848,0.1034,19,0,0,0,0,0.7148,0.04,0.777,0.183
5,2/22/2018,-0.32146,0.281,0.657,0.062,1,0,0,0,0,0,0,1,0
17,2/22/2018,0.07325625,0.054,0.837875,0.1081875,14,0.504,0.042,0.839,0.12,0,0,1,0
0,2/22/2018,0,0,0,0,2,-0.296,0.071,0.868,0.062,0,0,1,0
0,2/21/2018,0,0,0,0,3,0,0,0,0,0,0,1,0
1,2/21/2018,0,0,1,0,0,0,0,1,0,0.5994,0,0.789,0.211
18,2/21/2018,0.243846667,0.0576,0.756,0.186333333,4,0.765,0.07,0.669,0.262,0,0,1,0
0,2/21/2018,0,0,0,0,1,0,0,1,0,-0.6189,0.466,0.356,0.178
2,2/21/2018,0.20095,0,0.713,0.287,3,0.9142,0,0.693,0.307,0.3818,0,0.776,0.224
10,2/21/2018,0.4521,0.0084,0.77,0.2216,8,0.8423,0.041,0.851,0.108,0.7783,0,0.618,0.382
0,2/21/2018,0,0,0,0,1,0,0,1,0,0.3182,0,0.753,0.247
13,2/21/2018,0.254933333,0.055916667,0.814583333,0.1295,3,0.9414,0.037,0.728,0.235,0.4995,0.213,0.178,0.609
0,2/21/2018,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2/21/2018,0,0,0,0,1,0,0,0,0,0.6239,0,0.687,0.313
17,2/21/2018,0.44306,0.0594,0.846133333,0.094533333,7,0,0,1,0,0,0,1,0
14,2/21/2018,0.289608333,0.031416667,0.665,0.22025,54,0.9721,0.01,0.778,0.211,0.5093,0,0.719,0.281
0,2/21/2018,0,0,0,0,2,0,0,0,0,0.4939,0,0.714,0.286
2,2/21/2018,0.20995,0,0.759,0.241,12,0.8423,0,0.699,0.301,0,0,1,0
1,2/21/2018,0,0,1,0,1,0,0,1,0,0.4404,0,0.58,0.42
0,2/21/2018,0,0,0,0,0,0,0,1,0,0.4574,0,0.751,0.249
39,2/21/2018,0.24737027,0.037,0.825702703,0.137297297,142,0.9466,0,0.595,0.405,0,0,1,0
26,2/21/2018,0.117557692,0.011653846,0.863615385,0.124692308,13,0.791,0.031,0.834,0.134,0,0,1,0
0,2/21/2018,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2/21/2018,0.8591,0,0.716,0.284,2,0.9459,0.025,0.84,0.135,0.4389,0,0.776,0.224
0,2/21/2018,0,0,0,0,1,0,0,0,0,0.6369,0,0.802,0.198
22,2/21/2018,0.367959091,0.039,0.772727273,0.188363636,10,0.933,0.034,0.871,0.096,0,0,1,0
49,2/21/2018,0.25907619,0.036238095,0.828190476,0.135619048,44,0.9633,0.035,0.746,0.219,0,0,1,0
0,2/21/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
36,2/21/2018,0.109447222,0.072916667,0.831472222,0.095611111,15,0,0,0,0,0.1531,0.068,0.84,0.092
0,2/21/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
13,2/21/2018,0.196416667,0.014833333,0.835583333,0.149583333,2,0.8423,0,0.867,0.133,0,0,1,0
5,2/21/2018,0.04545,0.1135,0.776,0.11025,2,0.8645,0,0.872,0.128,0,0,1,0
9,2/21/2018,0.445655556,0.016222222,0.688111111,0.295666667,10,0.7717,0.022,0.826,0.152,0,0,1,0
33,2/21/2018,0.32277931,0.015275862,0.669793103,0.314931034,764,0,0,0,0,0.6988,0,0.79,0.21
0,2/21/2018,0,0,0,0,5,0,0,0,0,0,0,1,0
0,2/20/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
54,2/20/2018,0.414025,0.034977273,0.827136364,0.137863636,10,0.8948,0.017,0.801,0.182,-0.1027,0.123,0.877,0
36,2/20/2018,0.072680556,0.056861111,0.816972222,0.098333333,4,-0.8732,0.212,0.746,0.042,-0.4767,0.756,0.244,0
9,2/20/2018,-0.0109875,0.073,0.905875,0.021125,4,0.9401,0.01,0.885,0.105,0,0,1,0
18,2/20/2018,0.1565625,0.0250625,0.8379375,0.0745625,0,0,0,1,0,0,0,1,0
0,2/20/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
0,2/20/2018,0,0,0,0,1,0,0,1,0,0.8195,0,0.752,0.248
18,2/20/2018,0.218616667,0.022222222,0.845944444,0.131888889,52,0.9618,0,0.735,0.265,0,0,1,0
12,2/20/2018,0.1716,0.039166667,0.772,0.188833333,5,0,0.167,0.667,0.167,0.3612,0,0.857,0.143
8,2/20/2018,0.206225,0.07875,0.657875,0.263375,7,0.8548,0.01,0.915,0.074,0.3382,0,0.877,0.123
0,2/20/2018,0,0,0,0,2,0,0,0,0,0.5927,0,0.857,0.143
7,2/20/2018,-0.001542857,0.042,0.878714286,0.079285714,13,0.6908,0,0.849,0.151,0,0,1,0
6,2/20/2018,0.073266667,0.036666667,0.783666667,0.179666667,11,0,0,1,0,0,0,1,0
80,2/20/2018,0.173406897,0.053982759,0.772896552,0.173172414,16,0.5106,0,0.912,0.088,0,0,1,0
9,2/20/2018,0.301444444,0.047222222,0.783555556,0.169222222,10,0.7345,0,0.869,0.131,0.4939,0,0.738,0.262
44,2/20/2018,0.148511765,0.056176471,0.713735294,0.230117647,84,0.9919,0.008,0.813,0.179,0.4389,0,0.818,0.182
6,2/20/2018,0.18122,0.0254,0.9058,0.0686,5,0.9393,0,0.743,0.257,0.296,0,0.732,0.268
6,2/20/2018,0.475766667,0.009333333,0.836333333,0.154333333,3,0.8645,0,0.761,0.239,0.3818,0,0.698,0.302
2,2/20/2018,0,0,0,0,1,0,0,0,0,0.2924,0,0.805,0.195
23,2/20/2018,0.0202,0.118916667,0.731333333,0.14975,0,0,0,1,0,-0.1689,0.25,0.75,0
23,2/20/2018,0.203061111,0.011166667,0.873,0.115833333,2,0,0,0,0,0.4137,0,0.889,0.111
32,2/20/2018,0.165162963,0.110666667,0.723814815,0.165555556,20,0.5719,0,0.734,0.266,0.4215,0,0.682,0.318
5,2/20/2018,0.36638,0.0552,0.7064,0.2382,3,0,0,0,0,0.8402,0,0.811,0.189
0,2/20/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
0,2/20/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
14,2/20/2018,0.250085714,0.039571429,0.704357143,0.256,2,0.7103,0.078,0.806,0.116,0.2732,0.139,0.633,0.228
0,2/19/2018,0,0,0,0,1,0,0,1,0,0.6792,0,0.264,0.736
1,2/19/2018,0.7165,0.059,0.793,0.148,5,0.352,0.047,0.919,0.034,0,0,1,0
9,2/19/2018,0.1854,0.040666667,0.856333333,0.102833333,1,0.8416,0.107,0.736,0.157,0,0,1,0
4,2/19/2018,0.2178,0.06175,0.8035,0.13475,1,0.7345,0.024,0.827,0.149,0.0772,0,0.822,0.178
18,2/19/2018,0.19344,0.1195,0.795,0.0855,57,0.765,0.018,0.91,0.073,-0.2023,0.113,0.887,0
2,2/19/2018,0.09225,0.06,0.878,0.062,1,0.5171,0.042,0.893,0.065,0,0,1,0
0,2/19/2018,0,0,0,0,1,0,0,1,0,0.296,0.09,0.769,0.141
47,2/19/2018,0.125111111,0.015955556,0.892933333,0.091133333,6,0.9528,0.018,0.814,0.167,0,0,1,0
13,2/19/2018,0.371666667,0,0.690916667,0.22575,1,0.7985,0.085,0.764,0.152,-0.1027,0.167,0.833,0
5,2/19/2018,-0.07192,0.0984,0.7968,0.1046,3,-0.0418,0.109,0.796,0.095,-0.2263,0.266,0.734,0
13,2/19/2018,0.285261538,0.029230769,0.810538462,0.160230769,10,0,0,1,0,0,0,1,0
5,2/19/2018,0.278225,0,0.57875,0.17125,5,0,0,0,0,0,0,1,0
16,2/19/2018,0.46638125,0.0233125,0.7970625,0.1795625,4,0.8465,0.067,0.754,0.18,0,0,1,0
11,2/19/2018,-0.041563636,0.077545455,0.868090909,0.054363636,5,-0.9034,0.184,0.763,0.053,-0.5106,0.398,0.602,0
66,2/19/2018,0.13118,0.039927273,0.734963636,0.170545455,130,0.2124,0.047,0.883,0.07,0,0,1,0
1,2/19/2018,0,0,1,0,1,0,0,1,0,0,0,1,0
9,2/19/2018,0.2179,0.04575,0.62675,0.2025,24,0,0,1,0,0.3818,0,0.658,0.342
3,2/19/2018,0.1399,0.126333333,0.694,0.179666667,12,0.75,0,0.849,0.151,0.4199,0,0.589,0.411
1,2/19/2018,0,0,1,0,1,0,0,1,0,-0.2278,0.165,0.693,0.141
7,2/19/2018,0.346071429,0.024714286,0.677857143,0.297571429,3,-0.2247,0.137,0.758,0.105,0,0,1,0
2,2/19/2018,0,0,1,0,1,0.9331,0,0.794,0.206,0,0,1,0
5,2/19/2018,0.07525,0.056,0.88825,0.05575,0,0.3786,0.14,0.642,0.219,0.2732,0,0.488,0.512
5,2/19/2018,0.5162,0.0114,0.8244,0.1642,2,0.8941,0.06,0.823,0.117,0,0,1,0
4,2/19/2018,0.133966667,0,0.938666667,0.061333333,3,0,0,0,0,0.0772,0,0.925,0.075
5,2/19/2018,-0.00156,0.0696,0.7122,0.2182,9,0.8611,0,0.883,0.117,0,0,1,0
7,2/19/2018,0.276733333,0.030833333,0.837166667,0.132166667,8,-0.1027,0.035,0.965,0,0.5661,0,0.75,0.25
15,2/19/2018,0.25788,0.046933333,0.682533333,0.270533333,7,0,0,0,0,0,0,1,0
9,2/19/2018,0.2394,0.166333333,0.682166667,0.151333333,7,0.1263,0.041,0.924,0.035,0.4574,0,0.501,0.499
27,2/19/2018,0.139107407,0.079925926,0.773592593,0.146444444,1,-0.4767,0.114,0.853,0.034,0.3182,0,0.813,0.187
9,2/19/2018,0.207711111,0.074111111,0.804555556,0.121333333,4,0.0571,0.07,0.853,0.077,0.3612,0,0.545,0.455
0,2/19/2018,0,0,0,0,1,0,0,1,0,0.4389,0,0.838,0.162
7,2/18/2018,0.236285714,0.015857143,0.687285714,0.296857143,11,0,0,0,0,0,0,1,0
2,2/18/2018,-0.32985,0.029,0.9615,0.009,7,0.735,0.101,0.791,0.108,-0.6808,0.651,0.349,0
28,2/18/2018,-0.026324,0.09776,0.78092,0.1212,1,0,0,1,0,0,0,1,0
0,2/18/2018,0,0,0,0,1,0,0,1,0,0,0,1,0
4,2/18/2018,0.29505,0.02375,0.806,0.1705,2,0,0,1,0,-0.3182,0.365,0.635,0
16,2/18/2018,0.05238,0.0678,0.825733333,0.106466667,44,0,0,0,0,0,0,1,0
23,2/18/2018,-0.032956522,0.121782609,0.754695652,0.123391304,15,-0.9118,0.141,0.802,0.057,-0.5719,0.552,0.448,0
0,2/18/2018,0,0,0,0,1,0,0,1,0,0.5719,0.068,0.732,0.2
9,2/18/2018,0.0799,0.058,0.836666667,0.105222222,0,0,0,1,0,0.4404,0,0.734,0.266
5,2/18/2018,-0.1863,0.055,0.9274,0.0176,1,0,0,1,0,-0.2263,0.16,0.84,0
32,2/18/2018,0.046839286,0.076642857,0.822035714,0.101285714,4,0,0,0,0,0,0,1,0
3,2/18/2018,0.299133333,0,0.559666667,0.107,95,0,0,0,0,0.5574,0,0.705,0.295
6,2/18/2018,-0.176666667,0.108333333,0.766833333,0.125,2,0,0,1,0,0,0,1,0
12,2/18/2018,-0.00675,0.055166667,0.92775,0.017083333,1,-0.3527,0.131,0.794,0.076,0,0,1,0
9,2/18/2018,-0.19388,0.134,0.8052,0.0608,12,-0.4389,0.073,0.927,0,-0.5719,0.251,0.749,0
10,2/18/2018,0.15785,0.0522,0.8835,0.0642,0,0,0,1,0,0.4404,0,0.861,0.139
0,2/18/2018,0,0,0,0,1,0,0,1,0,0.5719,0.068,0.732,0.2
0,2/18/2018,0,0,0,0,1,0,0,1,0,0.2732,0.181,0.633,0.186
7,2/18/2018,-0.052885714,0.100857143,0.838285714,0.060714286,49,0,0,0,0,0,0,1,0
3,2/18/2018,0.258733333,0.099333333,0.761333333,0.139333333,1,0.4939,0,0.921,0.079,0,0,1,0
